canton,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M,fecha
TURRIALBA,0.7,16.6,18.2,12.04,26.85,0.62,0.62,0.62,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14,2016-04-01
TURRIALBA,0.7,16.6,16.4,11.93,26.2,0.63,0.64,0.66,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13,2016-05-01
TURRIALBA,0.7,16.6,15.7,11.89,26.02,0.81,0.83,0.85,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14,2016-06-01
TURRIALBA,11.199999999999998,289.67,14.47,11.88,26.04,0.89,0.9,0.9,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11,2016-07-01
TURRIALBA,23.1,616.69,15.64,12.1,26.53,0.91,0.92,0.91,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14,2016-08-01
TURRIALBA,49.35,1261.6,16.22,11.98,26.25,0.94,0.96,0.93,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14,2016-09-01
TURRIALBA,11.55,329.13,14.71,11.49,25.07,0.96,0.98,0.95,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14,2016-10-01
TURRIALBA,1.75,45.54,11.98,10.64,23.21,0.97,0.98,0.96,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16,2016-11-01
TURRIALBA,42.14,1112.75,14.46,10.25,22.51,0.96,0.98,0.94,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14,2016-12-01
OREAMUNO,54.7,1190.9,17.86,10.55,23.42,0.81,0.81,0.82,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17,2016-01-01
OREAMUNO,75.0,1659.95,18.56,11.38,25.38,0.75,0.75,0.77,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15,2016-02-01
OREAMUNO,160.65,3386.75,18.38,11.39,25.65,0.66,0.65,0.65,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14,2016-03-01
OREAMUNO,103.08,2245.98,18.2,12.04,26.85,0.62,0.62,0.62,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14,2016-04-01
OREAMUNO,40.95,927.5250000000004,16.4,11.93,26.2,0.63,0.64,0.66,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13,2016-05-01
OREAMUNO,44.27499999999999,1166.9799999999998,15.7,11.89,26.02,0.81,0.83,0.85,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14,2016-06-01
OREAMUNO,42.875,1046.0075000000002,14.47,11.88,26.04,0.89,0.9,0.9,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11,2016-07-01
OREAMUNO,105.0,2699.7825000000003,15.64,12.1,26.53,0.91,0.92,0.91,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14,2016-08-01
OREAMUNO,98.875,2347.655,16.22,11.98,26.25,0.94,0.96,0.93,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14,2016-09-01
OREAMUNO,65.1,1767.07,14.71,11.49,25.07,0.96,0.98,0.95,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14,2016-10-01
OREAMUNO,57.755,1526.165,11.98,10.64,23.21,0.97,0.98,0.96,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16,2016-11-01
OREAMUNO,125.475,3181.765,14.46,10.25,22.51,0.96,0.98,0.94,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14,2016-12-01
EL GUARCO,2.1,49.7,17.86,10.55,23.42,0.8,0.8,0.82,52.03,81.71,21.29,17.78,19.53,26.26,16.65,1.19,0.48,2016-01-01
EL GUARCO,2.1,49.7,18.56,11.38,25.38,0.7,0.69,0.7,74.87,74.68,21.97,16.86,19.42,28.43,17.17,1.93,0.57,2016-02-01
EL GUARCO,0.7849999999999999,15.62,18.38,11.39,25.65,0.63,0.62,0.61,30.01,72.51,23.23,17.35,20.29,30.53,16.88,1.04,0.46,2016-03-01
EL GUARCO,0.44,11.41,18.2,12.04,26.85,0.61,0.61,0.61,86.62,76.45,23.14,18.07,20.61,30.14,17.13,1.08,0.49,2016-04-01
EL GUARCO,1.925,41.5,16.4,11.93,26.2,0.68,0.69,0.74,270.2,84.87,22.68,19.65,21.17,28.47,17.91,0.81,0.43,2016-05-01
EL GUARCO,0.35,8.715,15.7,11.89,26.02,0.84,0.85,0.88,299.53,90.02,21.67,19.73,20.7,26.09,18.69,0.75,0.46,2016-06-01
EL GUARCO,2.45,68.06,14.47,11.88,26.04,0.92,0.93,0.92,321.4,86.77,21.28,18.71,20.0,26.07,17.62,0.77,0.4,2016-07-01
EL GUARCO,2.45,68.06,15.64,12.1,26.53,0.94,0.96,0.93,324.92,89.69,21.63,19.63,20.63,26.09,18.65,0.81,0.47,2016-08-01
EL GUARCO,2.45,68.06,16.22,11.98,26.25,0.97,0.98,0.95,256.08,89.06,21.29,19.14,20.22,26.27,18.19,0.76,0.45,2016-09-01
EL GUARCO,1.7499999999999998,38.09,14.71,11.49,25.07,0.97,0.98,0.95,338.21,93.24,21.07,19.75,20.41,26.3,17.54,1.09,0.58,2016-10-01
EL GUARCO,1.5749999999999995,34.36,11.98,10.64,23.21,0.98,0.99,0.97,467.07,93.29,20.72,19.43,20.07,26.06,17.59,0.97,0.55,2016-11-01
EL GUARCO,4.325999999999999,94.41,14.46,10.25,22.51,0.96,0.98,0.94,178.09,87.8,20.51,18.21,19.36,24.77,16.76,0.97,0.41,2016-12-01
CARTAGO,73.2,1461.4,17.86,10.55,23.42,0.81,0.81,0.82,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17,2016-01-01
CARTAGO,50.6,1407.5,18.56,11.38,25.38,0.75,0.75,0.77,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15,2016-02-01
CARTAGO,57.05,1679.55,18.38,11.39,25.65,0.66,0.65,0.65,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14,2016-03-01
CARTAGO,17.5,491.5700000000001,18.2,12.04,26.85,0.62,0.62,0.62,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14,2016-04-01
CARTAGO,8.75,197.54,16.4,11.93,26.2,0.63,0.64,0.66,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13,2016-05-01
CARTAGO,8.75,197.54,15.7,11.89,26.02,0.81,0.83,0.85,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14,2016-06-01
CARTAGO,20.65,509.205,14.47,11.88,26.04,0.89,0.9,0.9,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11,2016-07-01
CARTAGO,104.825,2476.72,15.64,12.1,26.53,0.91,0.92,0.91,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14,2016-08-01
CARTAGO,68.80999999999999,1551.8925000000004,16.22,11.98,26.25,0.94,0.96,0.93,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14,2016-09-01
CARTAGO,56.49000000000001,1367.01,14.71,11.49,25.07,0.96,0.98,0.95,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14,2016-10-01
CARTAGO,41.650000000000006,1044.6425,11.98,10.64,23.21,0.97,0.98,0.96,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16,2016-11-01
CARTAGO,47.78,1078.505,14.46,10.25,22.51,0.96,0.98,0.94,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14,2016-12-01
ALVARADO,83.33,2119.1,17.86,10.55,23.42,0.81,0.81,0.82,68.08,88.75,19.67,17.49,18.58,25.35,15.01,1.4,0.17,2016-01-01
ALVARADO,42.7,1122.83,18.56,11.38,25.38,0.75,0.75,0.77,120.74,88.27,19.68,17.36,18.52,26.51,15.34,1.9,0.15,2016-02-01
ALVARADO,92.41,2302.15,18.38,11.39,25.65,0.66,0.65,0.65,31.67,81.08,21.29,17.24,19.27,30.08,15.79,1.35,0.14,2016-03-01
ALVARADO,130.54,3135.25,18.2,12.04,26.85,0.62,0.62,0.62,92.15,80.55,21.93,17.71,19.82,29.72,15.6,1.19,0.14,2016-04-01
ALVARADO,93.3184,2164.514669999999,16.4,11.93,26.2,0.63,0.64,0.66,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.96,0.13,2016-05-01
ALVARADO,149.247,3990.2665,15.7,11.89,26.02,0.81,0.83,0.85,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.84,0.14,2016-06-01
ALVARADO,140.448,3882.5242,14.47,11.88,26.04,0.89,0.9,0.9,257.59,90.84,20.29,18.43,19.36,25.2,16.15,1.02,0.11,2016-07-01
ALVARADO,109.823,2759.1192,15.64,12.1,26.53,0.91,0.92,0.91,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.88,0.14,2016-08-01
ALVARADO,83.95100000000001,2044.4394000000011,16.22,11.98,26.25,0.94,0.96,0.93,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.83,0.14,2016-09-01
ALVARADO,63.482,1619.9413,14.71,11.49,25.07,0.96,0.98,0.95,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.62,0.14,2016-10-01
ALVARADO,82.36500000000001,2293.26,11.98,10.64,23.21,0.97,0.98,0.96,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.84,0.16,2016-11-01
ALVARADO,114.69,3302.34,14.46,10.25,22.51,0.96,0.98,0.94,176.91,93.04,19.65,18.25,18.95,24.82,15.44,1.35,0.14,2016-12-01
TURRIALBA,6.859999999999999,197.1468,18.57,10.68,23.77,0.9,0.91,0.89,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15,2017-01-01
TURRIALBA,7.069999999999999,191.682,19.08,11.44,25.57,0.77,0.78,0.79,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17,2017-02-01
TURRIALBA,7.069999999999999,191.682,20.39,12.2,27.21,0.68,0.68,0.69,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15,2017-03-01
TURRIALBA,4.199999999999999,124.2,18.35,12.06,26.77,0.67,0.68,0.69,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14,2017-04-01
TURRIALBA,7.7,222.732,15.92,12.14,26.45,0.85,0.87,0.88,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15,2017-05-01
TURRIALBA,64.05,1841.89,15.48,12.01,26.21,0.97,0.99,0.96,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15,2017-06-01
TURRIALBA,11.9,346.93,14.56,11.97,26.2,0.96,0.98,0.95,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11,2017-07-01
TURRIALBA,5.949999999999999,166.84199999999998,16.27,12.19,26.68,0.96,0.97,0.94,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14,2017-08-01
TURRIALBA,9.1,247.158,16.23,12.1,26.41,0.97,0.99,0.96,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15,2017-09-01
TURRIALBA,16.45,454.16,14.7,11.52,25.17,0.97,0.99,0.96,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13,2017-10-01
TURRIALBA,33.25,950.13,13.32,10.68,23.4,0.95,0.97,0.93,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15,2017-11-01
TURRIALBA,7.0,203.688,15.32,10.29,22.69,0.92,0.93,0.91,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15,2017-12-01
OREAMUNO,42.69999999999999,1121.526,18.57,10.68,23.77,0.9,0.91,0.89,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15,2017-01-01
OREAMUNO,56.49,1344.2620000000002,19.08,11.44,25.57,0.77,0.78,0.79,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17,2017-02-01
OREAMUNO,73.15,1750.43,20.39,12.2,27.21,0.68,0.68,0.69,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15,2017-03-01
OREAMUNO,54.425,1369.0980000000002,18.35,12.06,26.77,0.67,0.68,0.69,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14,2017-04-01
OREAMUNO,57.925,1513.998,15.92,12.14,26.45,0.85,0.87,0.88,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15,2017-05-01
OREAMUNO,29.05,855.1129999999999,15.48,12.01,26.21,0.97,0.99,0.96,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15,2017-06-01
OREAMUNO,75.95500000000001,2013.073,14.56,11.97,26.2,0.96,0.98,0.95,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11,2017-07-01
OREAMUNO,123.27,3152.446,16.27,12.19,26.68,0.96,0.97,0.94,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14,2017-08-01
OREAMUNO,91.18,2437.01,16.23,12.1,26.41,0.97,0.99,0.96,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15,2017-09-01
OREAMUNO,49.875,1357.096,14.7,11.52,25.17,0.97,0.99,0.96,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13,2017-10-01
OREAMUNO,81.72500000000001,2523.539,13.32,10.68,23.4,0.95,0.97,0.93,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15,2017-11-01
OREAMUNO,67.2,1919.3,15.32,10.29,22.69,0.92,0.93,0.91,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15,2017-12-01
EL GUARCO,3.1499999999999995,75.141,18.57,10.68,23.77,0.89,0.89,0.89,109.62,81.98,20.47,17.05,18.76,25.31,15.91,1.27,0.46,2017-01-01
EL GUARCO,2.2749999999999995,53.199,19.08,11.44,25.57,0.74,0.73,0.75,30.25,79.18,21.08,16.98,19.03,27.21,16.02,1.39,0.51,2017-02-01
EL GUARCO,0.1775,4.557,20.39,12.2,27.21,0.66,0.66,0.67,78.94,73.28,21.94,16.36,19.15,28.49,16.47,1.58,0.52,2017-03-01
EL GUARCO,0.4375,10.557,18.35,12.06,26.77,0.66,0.67,0.7,157.36,81.3,22.5,18.66,20.58,28.91,16.37,1.03,0.48,2017-04-01
EL GUARCO,1.75,42.228,15.92,12.14,26.45,0.86,0.87,0.9,637.53,91.92,21.76,20.21,20.99,27.09,18.92,0.94,0.53,2017-05-01
EL GUARCO,2.45,62.945,15.48,12.01,26.21,0.97,0.99,0.96,323.93,91.29,21.63,19.96,20.79,26.61,18.12,0.85,0.5,2017-06-01
EL GUARCO,9.45,243.02,14.56,11.97,26.2,0.97,0.99,0.96,427.58,90.3,21.53,19.65,20.59,26.26,18.07,0.6,0.41,2017-07-01
EL GUARCO,5.1625,140.13899999999998,16.27,12.19,26.68,0.97,0.99,0.95,322.43,88.94,21.52,19.37,20.44,26.37,18.7,0.85,0.49,2017-08-01
EL GUARCO,7.0,182.16,16.23,12.1,26.41,0.98,0.99,0.96,353.72,92.1,21.42,19.9,20.66,26.3,18.07,1.08,0.56,2017-09-01
EL GUARCO,2.2749999999999995,59.201999999999984,14.7,11.52,25.17,0.98,0.99,0.96,547.75,89.77,21.12,19.13,20.12,26.08,17.77,0.98,0.49,2017-10-01
EL GUARCO,6.4750000000000005,164.356,13.32,10.68,23.4,0.97,0.99,0.95,223.22,92.16,20.81,19.28,20.04,25.32,16.43,0.86,0.51,2017-11-01
EL GUARCO,1.75,44.3,15.32,10.29,22.69,0.93,0.94,0.92,133.14,85.38,20.58,17.83,19.2,25.36,16.59,1.08,0.41,2017-12-01
CARTAGO,65.975,1578.996,18.57,10.68,23.77,0.9,0.91,0.89,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15,2017-01-01
CARTAGO,31.5,672.336,19.08,11.44,25.57,0.77,0.78,0.79,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17,2017-02-01
CARTAGO,30.8,772.91,20.39,12.2,27.21,0.68,0.68,0.69,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15,2017-03-01
CARTAGO,15.925,381.087,18.35,12.06,26.77,0.67,0.68,0.69,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14,2017-04-01
CARTAGO,5.075,114.471,15.92,12.14,26.45,0.85,0.87,0.88,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15,2017-05-01
CARTAGO,10.5,244.26,15.48,12.01,26.21,0.97,0.99,0.96,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15,2017-06-01
CARTAGO,8.75,214.038,14.56,11.97,26.2,0.96,0.98,0.95,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11,2017-07-01
CARTAGO,204.4,5045.835999999999,16.27,12.19,26.68,0.96,0.97,0.94,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14,2017-08-01
CARTAGO,103.255,2604.06,16.23,12.1,26.41,0.97,0.99,0.96,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15,2017-09-01
CARTAGO,46.38,1289.198,14.7,11.52,25.17,0.97,0.99,0.96,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13,2017-10-01
CARTAGO,21.525,608.58,13.32,10.68,23.4,0.95,0.97,0.93,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15,2017-11-01
CARTAGO,56.77,1446.9299999999998,15.32,10.29,22.69,0.92,0.93,0.91,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15,2017-12-01
ALVARADO,108.136,2870.50212,18.57,10.68,23.77,0.9,0.91,0.89,132.87,89.49,19.19,17.12,18.16,24.67,14.69,1.57,0.15,2017-01-01
ALVARADO,71.975,1762.73113,19.08,11.44,25.57,0.77,0.78,0.79,42.27,87.23,19.47,16.96,18.22,26.02,14.86,1.44,0.17,2017-02-01
ALVARADO,66.472,1636.79,20.39,12.2,27.21,0.68,0.68,0.69,97.04,84.18,19.94,16.65,18.29,28.1,14.64,1.62,0.15,2017-03-01
ALVARADO,78.071,2136.972779999999,18.35,12.06,26.77,0.67,0.68,0.69,155.81,85.89,21.35,18.42,19.89,28.42,15.5,1.11,0.14,2017-04-01
ALVARADO,61.495,1741.724496,15.92,12.14,26.45,0.85,0.87,0.88,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.66,0.15,2017-05-01
ALVARADO,89.77499999999999,2570.319,15.48,12.01,26.21,0.97,0.99,0.96,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.74,0.15,2017-06-01
ALVARADO,139.34,4008.764,14.56,11.97,26.2,0.96,0.98,0.95,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.92,0.11,2017-07-01
ALVARADO,114.98,3297.098,16.27,12.19,26.68,0.96,0.97,0.94,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.82,0.14,2017-08-01
ALVARADO,45.84999999999999,1247.175,16.23,12.1,26.41,0.97,0.99,0.96,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.62,0.15,2017-09-01
ALVARADO,43.04999999999999,1342.188,14.7,11.52,25.17,0.97,0.99,0.96,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.7,0.13,2017-10-01
ALVARADO,54.075,1816.218,13.32,10.68,23.4,0.95,0.97,0.93,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.88,0.15,2017-11-01
ALVARADO,52.969,1392.5221199999994,15.32,10.29,22.69,0.92,0.93,0.91,154.91,91.82,19.5,17.87,18.69,25.16,14.9,1.56,0.15,2017-12-01
TURRIALBA,3.5,93.562,14.0,10.5,23.07,0.93,0.94,0.93,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14,2018-01-01
TURRIALBA,19.6,544.826,19.04,11.52,25.74,0.88,0.89,0.88,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16,2018-02-01
TURRIALBA,13.3,357.696,20.42,11.92,26.83,0.79,0.8,0.81,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14,2018-03-01
TURRIALBA,4.9,127.512,16.35,12.05,26.69,0.72,0.73,0.75,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14,2018-04-01
TURRIALBA,10.849999999999998,282.348,16.51,12.04,26.45,0.76,0.77,0.79,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15,2018-05-01
TURRIALBA,60.89999999999999,1609.632,15.18,11.94,26.08,0.93,0.95,0.93,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13,2018-06-01
TURRIALBA,14.174999999999995,368.874,14.43,11.86,26.0,0.97,0.99,0.96,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11,2018-07-01
TURRIALBA,36.39999999999999,947.232,15.32,12.1,26.54,0.97,0.98,0.95,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11,2018-08-01
TURRIALBA,18.9,491.832,16.91,12.09,26.4,0.95,0.97,0.94,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15,2018-09-01
TURRIALBA,11.55,303.044,15.01,11.63,25.43,0.97,0.99,0.96,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14,2018-10-01
TURRIALBA,30.275,795.298,14.61,10.65,23.37,0.93,0.94,0.92,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14,2018-11-01
TURRIALBA,12.95,336.994,17.81,10.29,22.85,0.85,0.86,0.86,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15,2018-12-01
OREAMUNO,22.4,540.27,14.0,10.5,23.07,0.93,0.94,0.93,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14,2018-01-01
OREAMUNO,21.35,581.875,19.04,11.52,25.74,0.88,0.89,0.88,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16,2018-02-01
OREAMUNO,41.09,982.508,20.42,11.92,26.83,0.79,0.8,0.81,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14,2018-03-01
OREAMUNO,64.4,1519.79,16.35,12.05,26.69,0.72,0.73,0.75,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14,2018-04-01
OREAMUNO,65.485,1740.8699999999997,16.51,12.04,26.45,0.76,0.77,0.79,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15,2018-05-01
OREAMUNO,34.64999999999999,1122.5609999999997,15.18,11.94,26.08,0.93,0.95,0.93,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13,2018-06-01
OREAMUNO,92.4,2281.138,14.43,11.86,26.0,0.97,0.99,0.96,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11,2018-07-01
OREAMUNO,91.85,2527.1,15.32,12.1,26.54,0.97,0.98,0.95,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11,2018-08-01
OREAMUNO,44.49,1024.86,16.91,12.09,26.4,0.95,0.97,0.94,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15,2018-09-01
OREAMUNO,56.7,1518.552,15.01,11.63,25.43,0.97,0.99,0.96,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14,2018-10-01
OREAMUNO,38.78,937.5444,14.61,10.65,23.37,0.93,0.94,0.92,156.19,91.26,20.43,18.65,19.54,25.69,15.37,1.11,0.14,2018-11-01
OREAMUNO,89.91999999999999,2240.774,17.81,10.29,22.85,0.85,0.86,0.86,64.95,89.8,19.47,17.45,18.46,24.99,15.61,1.53,0.15,2018-12-01
EL GUARCO,1.225,31.877999999999997,14.0,10.5,23.07,0.94,0.96,0.94,348.08,87.38,20.23,17.88,19.06,24.57,16.86,1.1,0.42,2018-01-01
EL GUARCO,2.0125,52.371,19.04,11.52,25.74,0.87,0.87,0.87,67.32,80.46,20.33,16.59,18.46,25.31,15.61,1.61,0.51,2018-02-01
EL GUARCO,0.175,4.554,20.42,11.92,26.83,0.74,0.74,0.76,93.67,76.29,21.43,16.62,19.03,28.03,15.44,1.28,0.48,2018-03-01
EL GUARCO,0.175,4.554,16.35,12.05,26.69,0.71,0.71,0.74,209.37,81.8,21.83,18.2,20.01,28.11,16.73,0.8,0.42,2018-04-01
EL GUARCO,0.175,4.554,16.51,12.04,26.45,0.79,0.8,0.85,302.05,87.86,21.59,19.2,20.39,26.91,18.31,0.93,0.5,2018-05-01
EL GUARCO,0.175,4.554,15.18,11.94,26.08,0.95,0.97,0.95,421.49,90.84,21.48,19.71,20.59,25.95,17.06,0.83,0.48,2018-06-01
EL GUARCO,0.175,4.554,14.43,11.86,26.0,0.98,1.0,0.97,646.15,88.99,21.41,19.31,20.36,25.7,17.9,0.78,0.41,2018-07-01
EL GUARCO,0.175,4.554,15.32,12.1,26.54,0.97,0.99,0.96,353.29,86.91,21.36,18.84,20.1,26.21,17.2,0.72,0.38,2018-08-01
EL GUARCO,0.175,4.554,16.91,12.09,26.4,0.97,0.98,0.95,367.56,89.02,21.42,19.27,20.35,26.35,18.71,0.78,0.48,2018-09-01
EL GUARCO,0.175,4.554,15.01,11.63,25.43,0.98,0.99,0.97,439.12,91.41,20.67,18.99,19.83,26.11,17.38,1.12,0.54,2018-10-01
EL GUARCO,6.545,181.2906,14.61,10.65,23.37,0.95,0.96,0.93,174.77,88.01,21.28,18.95,20.12,26.22,16.23,0.71,0.41,2018-11-01
EL GUARCO,18.62,517.0446,17.81,10.29,22.85,0.87,0.87,0.87,60.22,83.09,20.77,17.55,19.16,25.29,16.61,1.26,0.47,2018-12-01
CARTAGO,67.55,1781.6489999999992,14.0,10.5,23.07,0.93,0.94,0.93,367.34,93.54,18.94,17.66,18.3,23.96,15.68,1.47,0.14,2018-01-01
CARTAGO,116.025,2805.057,19.04,11.52,25.74,0.88,0.89,0.88,93.77,89.28,18.76,16.64,17.7,23.58,14.58,1.88,0.16,2018-02-01
CARTAGO,123.55,3141.018000000002,20.42,11.92,26.83,0.79,0.8,0.81,102.08,87.15,19.41,16.82,18.11,26.57,13.65,1.54,0.14,2018-03-01
CARTAGO,39.900000000000006,891.547,16.35,12.05,26.69,0.72,0.73,0.75,146.43,87.2,20.53,17.93,19.23,26.71,14.37,1.18,0.14,2018-04-01
CARTAGO,23.975,588.501,16.51,12.04,26.45,0.76,0.77,0.79,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.78,0.15,2018-05-01
CARTAGO,12.249999999999996,281.934,15.18,11.94,26.08,0.93,0.95,0.93,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.92,0.13,2018-06-01
CARTAGO,39.9,945.372,14.43,11.86,26.0,0.97,0.99,0.96,511.39,93.03,20.43,19.02,19.72,25.53,16.22,1.16,0.11,2018-07-01
CARTAGO,110.075,2635.938,15.32,12.1,26.54,0.97,0.98,0.95,284.92,91.73,20.37,18.67,19.52,25.81,16.04,1.04,0.11,2018-08-01
CARTAGO,65.8,1590.1739999999998,16.91,12.09,26.4,0.95,0.97,0.94,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.79,0.15,2018-09-01
CARTAGO,41.475,1002.708,15.01,11.63,25.43,0.97,0.99,0.96,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.78,0.14,2018-10-01
